statisticcat_desc,zip_5,group_desc,week_ending,agg_level_desc,congr_district_code,country_name,year,state_alpha,freq_desc,source_desc,watershed_desc,region_desc,sector_desc,location_desc,domain_desc,asd_desc,watershed_code,load_time,county_ansi,util_practice_desc,asd_code,county_code,county_name,unit_desc,Value,state_name,domaincat_desc,state_fips_code,begin_code,state_ansi,prodn_practice_desc,reference_period_desc,class_desc,commodity_desc,short_desc,end_code,CV (%),country_code
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2016,IN,ANNUAL,SURVEY,,,CROPS,INDIANA,TOTAL,,00000000,2016-11-09 13:11:41.000,,GRAIN,,,,BU,"957,570,000",INDIANA,NOT SPECIFIED,18,00,18,ALL PRODUCTION PRACTICES,YEAR - NOV FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2016,IN,ANNUAL,SURVEY,,,CROPS,INDIANA,TOTAL,,00000000,2016-10-12 12:00:00.000,,GRAIN,,,,BU,"957,570,000",INDIANA,NOT SPECIFIED,18,00,18,ALL PRODUCTION PRACTICES,YEAR - OCT FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2016,IN,ANNUAL,SURVEY,,,CROPS,INDIANA,TOTAL,,00000000,2016-09-12 12:00:00.000,,GRAIN,,,,BU,"1,037,850,000",INDIANA,NOT SPECIFIED,18,00,18,ALL PRODUCTION PRACTICES,YEAR - SEP FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2015,IN,ANNUAL,SURVEY,,,CROPS,INDIANA,TOTAL,,00000000,2019-02-06 15:00:06.000,,GRAIN,,,,BU,"822,000,000",INDIANA,NOT SPECIFIED,18,00,18,ALL PRODUCTION PRACTICES,YEAR,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2015,IN,ANNUAL,SURVEY,,,CROPS,INDIANA,TOTAL,,00000000,2015-08-12 12:00:00.000,,GRAIN,,,,BU,"867,420,000",INDIANA,NOT SPECIFIED,18,00,18,ALL PRODUCTION PRACTICES,YEAR - AUG FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2015,IN,ANNUAL,SURVEY,,,CROPS,INDIANA,TOTAL,,00000000,2015-11-10 12:00:00.000,,GRAIN,,,,BU,"848,640,000",INDIANA,NOT SPECIFIED,18,00,18,ALL PRODUCTION PRACTICES,YEAR - NOV FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2015,IN,ANNUAL,SURVEY,,,CROPS,INDIANA,TOTAL,,00000000,2015-10-09 12:00:00.000,,GRAIN,,,,BU,"848,640,000",INDIANA,NOT SPECIFIED,18,00,18,ALL PRODUCTION PRACTICES,YEAR - OCT FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2015,IN,ANNUAL,SURVEY,,,CROPS,INDIANA,TOTAL,,00000000,2015-09-11 12:00:00.000,,GRAIN,,,,BU,"856,440,000",INDIANA,NOT SPECIFIED,18,00,18,ALL PRODUCTION PRACTICES,YEAR - SEP FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2026,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2026-08-12 12:00:00.000,,GRAIN,,,,BU,"2,764,800,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2026,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2026-08-12 12:00:00.000,,GRAIN,,,,BU,"2,764,800,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - AUG FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2025,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2026-01-12 12:00:00.000,,GRAIN,,,,BU,"2,772,000,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2025,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2025-08-12 12:00:00.000,,GRAIN,,,,BU,"2,874,900,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - AUG FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2025,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2025-11-14 12:00:00.000,,GRAIN,,,,BU,"2,808,000,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - NOV FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2025,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2025-09-12 12:00:00.000,,GRAIN,,,,BU,"2,847,000,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - SEP FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2024,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2025-09-30 12:00:00.000,,GRAIN,,,,BU,"2,626,950,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2024,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2024-08-12 12:00:00.000,,GRAIN,,,,BU,"2,581,150,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - AUG FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2024,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2024-11-08 12:00:00.000,,GRAIN,,,,BU,"2,630,550,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - NOV FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2024,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2024-10-11 12:00:00.000,,GRAIN,,,,BU,"2,642,900,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - OCT FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2024,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2024-09-12 12:00:00.000,,GRAIN,,,,BU,"2,618,200,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - SEP FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2023,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2024-09-30 12:00:00.000,,GRAIN,,,,BU,"2,522,550,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2023,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2023-08-11 12:00:00.000,,GRAIN,,,,BU,"2,618,700,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - AUG FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2023,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2023-11-09 12:00:00.000,,GRAIN,,,,BU,"2,520,000,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - NOV FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2023,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2023-10-12 12:00:00.000,,GRAIN,,,,BU,"2,507,400,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - OCT FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2023,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2023-09-12 12:00:00.000,,GRAIN,,,,BU,"2,520,000,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - SEP FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2022,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2024-01-09 15:00:00.000,,GRAIN,,,,BU,"2,470,000,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2022,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2022-08-12 12:00:52.000,,GRAIN,,,,BU,"2,511,250,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - AUG FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2022,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2022-11-09 12:00:00.000,,GRAIN,,,,BU,"2,514,900,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - NOV FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2022,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2022-10-12 12:00:00.000,,GRAIN,,,,BU,"2,490,000,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - OCT FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2022,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2022-09-12 12:03:33.000,,GRAIN,,,,BU,"2,490,000,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - SEP FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2021,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2024-01-09 15:00:00.000,,GRAIN,,,,BU,"2,539,800,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2021,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2021-08-12 12:01:34.000,,GRAIN,,,,BU,"2,441,450,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - AUG FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2021,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2021-11-09 12:02:06.000,,GRAIN,,,,BU,"2,502,450,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - NOV FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2021,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2021-10-12 12:01:38.000,,GRAIN,,,,BU,"2,502,450,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - OCT FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2021,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2021-09-10 12:08:17.000,,GRAIN,,,,BU,"2,465,100,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - SEP FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2020,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2024-01-09 15:00:00.000,,GRAIN,,,,BU,"2,283,300,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2020,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2020-08-12 12:04:12.000,,GRAIN,,,,BU,"2,737,100,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - AUG FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2020,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2020-11-10 12:02:34.000,,GRAIN,,,,BU,"2,336,800,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - NOV FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2020,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2020-10-09 12:01:33.000,,GRAIN,,,,BU,"2,362,200,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - OCT FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2020,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2020-09-11 12:03:32.000,,GRAIN,,,,BU,"2,483,000,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - SEP FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2019,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2024-01-09 15:00:00.000,,GRAIN,,,,BU,"2,564,100,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2019,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2019-08-12 12:01:08.000,,GRAIN,,,,BU,"2,521,200,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - AUG FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2019,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2019-11-08 12:00:46.000,,GRAIN,,,,BU,"2,515,200,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - NOV FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2019,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2019-10-10 12:03:54.000,,GRAIN,,,,BU,"2,515,200,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - OCT FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2019,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2019-09-12 12:01:19.000,,GRAIN,,,,BU,"2,521,200,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - SEP FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2018,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2024-01-09 15:00:00.000,,GRAIN,,,,BU,"2,499,000,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2018,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2018-08-10 12:01:40.000,,GRAIN,,,,BU,"2,595,700,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - AUG FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2018,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2018-11-08 12:01:20.000,,GRAIN,,,,BU,"2,524,500,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - NOV FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2018,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2018-10-11 12:02:09.000,,GRAIN,,,,BU,"2,601,000,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - OCT FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2018,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2018-09-12 12:02:09.000,,GRAIN,,,,BU,"2,647,100,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - SEP FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2017,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2019-02-06 15:00:06.000,,GRAIN,,,,BU,"2,605,800,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2017,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2017-08-10 12:08:28.000,,GRAIN,,,,BU,"2,462,800,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - AUG FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2017,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2017-11-09 12:02:08.000,,GRAIN,,,,BU,"2,541,300,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - NOV FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2017,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2017-10-12 12:04:13.000,,GRAIN,,,,BU,"2,463,900,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - OCT FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2017,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2017-09-12 12:01:44.000,,GRAIN,,,,BU,"2,449,700,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - SEP FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2016,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2019-02-06 15:00:06.000,,GRAIN,,,,BU,"2,740,500,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2016,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2016-08-12 12:00:00.000,,GRAIN,,,,BU,"2,679,200,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - AUG FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2016,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2016-11-09 13:11:41.000,,GRAIN,,,,BU,"2,686,500,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - NOV FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2016,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2016-10-12 12:00:00.000,,GRAIN,,,,BU,"2,673,000,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - OCT FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2016,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2016-09-12 12:00:00.000,,GRAIN,,,,BU,"2,665,600,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - SEP FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2015,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2019-02-06 15:00:06.000,,GRAIN,,,,BU,"2,505,600,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2015,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2015-08-12 12:00:00.000,,GRAIN,,,,BU,"2,433,900,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - AUG FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2015,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2015-11-10 12:00:00.000,,GRAIN,,,,BU,"2,494,800,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - NOV FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2015,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2015-10-09 12:00:00.000,,GRAIN,,,,BU,"2,415,600,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - OCT FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2015,IA,ANNUAL,SURVEY,,,CROPS,IOWA,TOTAL,,00000000,2015-09-11 12:00:00.000,,GRAIN,,,,BU,"2,407,300,000",IOWA,NOT SPECIFIED,19,00,19,ALL PRODUCTION PRACTICES,YEAR - SEP FORECAST,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
PRODUCTION,,FIELD CROPS,,STATE,,UNITED STATES,2026,KS,ANNUAL,SURVEY,,,CROPS,KANSAS,TOTAL,,00000000,2026-08-12 12:00:00.000,,GRAIN,,,,BU,"831,600,000",KANSAS,NOT SPECIFIED,20,00,20,ALL PRODUCTION PRACTICES,YEAR,ALL CLASSES,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",00,,9000
