zip_5,domaincat_desc,group_desc,week_ending,sector_desc,class_desc,asd_code,watershed_desc,commodity_desc,county_code,state_name,domain_desc,Value,location_desc,freq_desc,short_desc,reference_period_desc,util_practice_desc,county_ansi,county_name,watershed_code,statisticcat_desc,source_desc,year,country_name,agg_level_desc,unit_desc,congr_district_code,prodn_practice_desc,CV (%),state_fips_code,end_code,begin_code,country_code,region_desc,state_ansi,asd_desc,load_time,state_alpha
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,CONNECTICUT,TOTAL,"374,000",CONNECTICUT,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2021,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,09,00,00,9000,,09,,2024-01-09 15:00:00.000,CT
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,CONNECTICUT,TOTAL,"352,000",CONNECTICUT,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2020,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,09,00,00,9000,,09,,2024-01-09 15:00:00.000,CT
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,CONNECTICUT,TOTAL,"441,000",CONNECTICUT,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2019,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,09,00,00,9000,,09,,2024-01-09 15:00:00.000,CT
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,CONNECTICUT,TOTAL,"380,000",CONNECTICUT,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2018,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,09,00,00,9000,,09,,2024-01-09 15:00:00.000,CT
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,CONNECTICUT,TOTAL,"390,000",CONNECTICUT,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2017,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,09,00,00,9000,,09,,2019-02-06 15:00:06.000,CT
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,CONNECTICUT,TOTAL,"389,000",CONNECTICUT,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2016,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,09,00,00,9000,,09,,2019-02-06 15:00:06.000,CT
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,CONNECTICUT,TOTAL,"389,000",CONNECTICUT,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2015,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,09,00,00,9000,,09,,2019-02-06 15:00:06.000,CT
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,DELAWARE,TOTAL,"50,000",DELAWARE,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2025,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,10,00,00,9000,,10,,2026-01-12 12:00:00.000,DE
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,DELAWARE,TOTAL,"46,000",DELAWARE,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2024,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,10,00,00,9000,,10,,2025-09-30 12:00:00.000,DE
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,DELAWARE,TOTAL,"50,000",DELAWARE,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2023,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,10,00,00,9000,,10,,2024-09-30 12:00:00.000,DE
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,DELAWARE,TOTAL,"57,000",DELAWARE,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2022,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,10,00,00,9000,,10,,2024-01-09 15:00:00.000,DE
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,DELAWARE,TOTAL,"63,000",DELAWARE,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2021,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,10,00,00,9000,,10,,2024-01-09 15:00:00.000,DE
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,DELAWARE,TOTAL,"76,000",DELAWARE,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2020,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,10,00,00,9000,,10,,2024-01-09 15:00:00.000,DE
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,DELAWARE,TOTAL,"92,000",DELAWARE,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2019,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,10,00,00,9000,,10,,2024-01-09 15:00:00.000,DE
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,DELAWARE,TOTAL,"72,000",DELAWARE,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2018,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,10,00,00,9000,,10,,2024-01-09 15:00:00.000,DE
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,DELAWARE,TOTAL,"137,000",DELAWARE,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2017,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,10,00,00,9000,,10,,2019-02-06 15:00:06.000,DE
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,DELAWARE,TOTAL,"90,000",DELAWARE,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2016,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,10,00,00,9000,,10,,2019-02-06 15:00:06.000,DE
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,DELAWARE,TOTAL,"80,000",DELAWARE,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2015,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,10,00,00,9000,,10,,2019-02-06 15:00:06.000,DE
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,FLORIDA,TOTAL,"360,000",FLORIDA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2025,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,12,00,00,9000,,12,,2026-01-12 12:00:00.000,FL
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,FLORIDA,TOTAL,"544,000",FLORIDA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2024,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,12,00,00,9000,,12,,2025-09-30 12:00:00.000,FL
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,FLORIDA,TOTAL,"475,000",FLORIDA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2023,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,12,00,00,9000,,12,,2024-09-30 12:00:00.000,FL
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,FLORIDA,TOTAL,"425,000",FLORIDA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2022,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,12,00,00,9000,,12,,2024-01-09 15:00:00.000,FL
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,FLORIDA,TOTAL,"600,000",FLORIDA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2021,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,12,00,00,9000,,12,,2024-01-09 15:00:00.000,FL
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,FLORIDA,TOTAL,"665,000",FLORIDA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2020,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,12,00,00,9000,,12,,2024-01-09 15:00:00.000,FL
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,FLORIDA,TOTAL,"700,000",FLORIDA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2019,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,12,00,00,9000,,12,,2024-01-09 15:00:00.000,FL
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,FLORIDA,TOTAL,"630,000",FLORIDA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2018,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,12,00,00,9000,,12,,2024-01-09 15:00:00.000,FL
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,FLORIDA,TOTAL,"665,000",FLORIDA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2017,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,12,00,00,9000,,12,,2019-02-06 15:00:06.000,FL
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,FLORIDA,TOTAL,"665,000",FLORIDA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2016,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,12,00,00,9000,,12,,2019-02-06 15:00:06.000,FL
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,FLORIDA,TOTAL,"425,000",FLORIDA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2015,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,12,00,00,9000,,12,,2019-02-06 15:00:06.000,FL
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,GEORGIA,TOTAL,"770,000",GEORGIA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2025,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,13,00,00,9000,,13,,2026-01-12 12:00:00.000,GA
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,GEORGIA,TOTAL,"945,000",GEORGIA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2024,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,13,00,00,9000,,13,,2025-09-30 12:00:00.000,GA
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,GEORGIA,TOTAL,"805,000",GEORGIA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2023,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,13,00,00,9000,,13,,2024-09-30 12:00:00.000,GA
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,GEORGIA,TOTAL,"660,000",GEORGIA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2022,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,13,00,00,9000,,13,,2024-01-09 15:00:00.000,GA
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,GEORGIA,TOTAL,"550,000",GEORGIA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2021,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,13,00,00,9000,,13,,2024-01-09 15:00:00.000,GA
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,GEORGIA,TOTAL,"450,000",GEORGIA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2020,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,13,00,00,9000,,13,,2024-01-09 15:00:00.000,GA
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,GEORGIA,TOTAL,"550,000",GEORGIA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2019,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,13,00,00,9000,,13,,2024-01-09 15:00:00.000,GA
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,GEORGIA,TOTAL,"630,000",GEORGIA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2018,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,13,00,00,9000,,13,,2024-01-09 15:00:00.000,GA
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,GEORGIA,TOTAL,"560,000",GEORGIA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2017,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,13,00,00,9000,,13,,2019-02-06 15:00:06.000,GA
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,GEORGIA,TOTAL,"760,000",GEORGIA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2016,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,13,00,00,9000,,13,,2019-02-06 15:00:06.000,GA
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,GEORGIA,TOTAL,"880,000",GEORGIA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2015,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,13,00,00,9000,,13,,2019-02-06 15:00:06.000,GA
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,IDAHO,TOTAL,"8,680,000",IDAHO,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2025,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,16,00,00,9000,,16,,2026-01-12 12:00:00.000,ID
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,IDAHO,TOTAL,"7,950,000",IDAHO,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2024,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,16,00,00,9000,,16,,2025-09-30 12:00:00.000,ID
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,IDAHO,TOTAL,"6,720,000",IDAHO,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2023,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,16,00,00,9000,,16,,2024-09-30 12:00:00.000,ID
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,IDAHO,TOTAL,"5,945,000",IDAHO,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2022,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,16,00,00,9000,,16,,2024-01-09 15:00:00.000,ID
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,IDAHO,TOTAL,"7,540,000",IDAHO,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2021,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,16,00,00,9000,,16,,2024-01-09 15:00:00.000,ID
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,IDAHO,TOTAL,"7,540,000",IDAHO,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2020,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,16,00,00,9000,,16,,2024-01-09 15:00:00.000,ID
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,IDAHO,TOTAL,"6,580,000",IDAHO,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2019,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,16,00,00,9000,,16,,2024-01-09 15:00:00.000,ID
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,IDAHO,TOTAL,"6,600,000",IDAHO,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2018,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,16,00,00,9000,,16,,2024-01-09 15:00:00.000,ID
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,IDAHO,TOTAL,"6,600,000",IDAHO,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2017,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,16,00,00,9000,,16,,2019-02-06 15:00:06.000,ID
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,IDAHO,TOTAL,"7,050,000",IDAHO,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2016,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,16,00,00,9000,,16,,2019-02-06 15:00:06.000,ID
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,IDAHO,TOTAL,"5,945,000",IDAHO,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2015,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,16,00,00,9000,,16,,2019-02-06 15:00:06.000,ID
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,ILLINOIS,TOTAL,"1,800,000",ILLINOIS,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2025,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,17,00,00,9000,,17,,2026-01-12 12:00:00.000,IL
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,ILLINOIS,TOTAL,"2,160,000",ILLINOIS,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2024,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,17,00,00,9000,,17,,2025-09-30 12:00:00.000,IL
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,ILLINOIS,TOTAL,"1,800,000",ILLINOIS,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2023,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,17,00,00,9000,,17,,2024-09-30 12:00:00.000,IL
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,ILLINOIS,TOTAL,"2,760,000",ILLINOIS,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2022,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,17,00,00,9000,,17,,2024-01-09 15:00:00.000,IL
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,ILLINOIS,TOTAL,"1,600,000",ILLINOIS,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2021,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,17,00,00,9000,,17,,2024-01-09 15:00:00.000,IL
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,ILLINOIS,TOTAL,"2,200,000",ILLINOIS,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2020,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,17,00,00,9000,,17,,2024-01-09 15:00:00.000,IL
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,ILLINOIS,TOTAL,"3,400,000",ILLINOIS,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2019,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,17,00,00,9000,,17,,2024-01-09 15:00:00.000,IL
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,ILLINOIS,TOTAL,"2,000,000",ILLINOIS,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2018,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,17,00,00,9000,,17,,2024-01-09 15:00:00.000,IL
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,ILLINOIS,TOTAL,"3,230,000",ILLINOIS,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2017,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,17,00,00,9000,,17,,2019-02-06 15:00:06.000,IL
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,ILLINOIS,TOTAL,"1,680,000",ILLINOIS,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2016,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,17,00,00,9000,,17,,2019-02-06 15:00:06.000,IL
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,ILLINOIS,TOTAL,"1,800,000",ILLINOIS,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2015,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,17,00,00,9000,,17,,2019-02-06 15:00:06.000,IL
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,INDIANA,TOTAL,"2,860,000",INDIANA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2025,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,18,00,00,9000,,18,,2026-01-12 12:00:00.000,IN
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,INDIANA,TOTAL,"2,990,000",INDIANA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2024,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,18,00,00,9000,,18,,2025-09-30 12:00:00.000,IN
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,INDIANA,TOTAL,"2,640,000",INDIANA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2023,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,18,00,00,9000,,18,,2024-09-30 12:00:00.000,IN
,NOT SPECIFIED,FIELD CROPS,,CROPS,ALL CLASSES,,,CORN,,INDIANA,TOTAL,"2,200,000",INDIANA,ANNUAL,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",YEAR,SILAGE,,,00000000,PRODUCTION,SURVEY,2022,UNITED STATES,STATE,TONS,,ALL PRODUCTION PRACTICES,,18,00,00,9000,,18,,2024-01-09 15:00:00.000,IN
