state_ansi,prodn_practice_desc,class_desc,reference_period_desc,commodity_desc,end_code,short_desc,CV (%),country_code,state_fips_code,begin_code,county_name,unit_desc,Value,state_name,domaincat_desc,county_ansi,util_practice_desc,asd_code,county_code,location_desc,domain_desc,asd_desc,watershed_code,load_time,watershed_desc,region_desc,sector_desc,agg_level_desc,week_ending,congr_district_code,country_name,year,state_alpha,freq_desc,source_desc,statisticcat_desc,zip_5,group_desc
10,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,10,09,,BU,                 (D),DELAWARE,NOT SPECIFIED,,"OFF FARM, GRAIN",,,DELAWARE,TOTAL,,00000000,2026-01-12 12:00:00.000,,,CROPS,STATE,,,UNITED STATES,2025,DE,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
10,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,10,09,,BU,"3,128,000",DELAWARE,NOT SPECIFIED,,"OFF FARM, GRAIN",,,DELAWARE,TOTAL,,00000000,2025-01-10 12:00:00.000,,,CROPS,STATE,,,UNITED STATES,2024,DE,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
10,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,10,09,,BU,"1,385,000",DELAWARE,NOT SPECIFIED,,"OFF FARM, GRAIN",,,DELAWARE,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2023,DE,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
10,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,10,09,,BU,"5,140,000",DELAWARE,NOT SPECIFIED,,"OFF FARM, GRAIN",,,DELAWARE,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2022,DE,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
10,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,10,09,,BU,                 (D),DELAWARE,NOT SPECIFIED,,"OFF FARM, GRAIN",,,DELAWARE,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2021,DE,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
10,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,10,09,,BU,"4,010,000",DELAWARE,NOT SPECIFIED,,"OFF FARM, GRAIN",,,DELAWARE,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2020,DE,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
10,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,10,09,,BU,"3,850,000",DELAWARE,NOT SPECIFIED,,"OFF FARM, GRAIN",,,DELAWARE,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2019,DE,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
10,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,10,09,,BU,                 (D),DELAWARE,NOT SPECIFIED,,"OFF FARM, GRAIN",,,DELAWARE,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2018,DE,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
10,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,10,09,,BU,                 (D),DELAWARE,NOT SPECIFIED,,"OFF FARM, GRAIN",,,DELAWARE,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2017,DE,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
10,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,10,09,,BU,"3,796,000",DELAWARE,NOT SPECIFIED,,"OFF FARM, GRAIN",,,DELAWARE,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2016,DE,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
10,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,10,09,,BU,"3,794,000",DELAWARE,NOT SPECIFIED,,"OFF FARM, GRAIN",,,DELAWARE,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2015,DE,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
12,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,12,09,,BU,                 (D),FLORIDA,NOT SPECIFIED,,"OFF FARM, GRAIN",,,FLORIDA,TOTAL,,00000000,2026-01-12 12:00:00.000,,,CROPS,STATE,,,UNITED STATES,2025,FL,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
12,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,12,09,,BU,"610,000",FLORIDA,NOT SPECIFIED,,"OFF FARM, GRAIN",,,FLORIDA,TOTAL,,00000000,2025-01-10 12:00:00.000,,,CROPS,STATE,,,UNITED STATES,2024,FL,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
12,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,12,09,,BU,"553,000",FLORIDA,NOT SPECIFIED,,"OFF FARM, GRAIN",,,FLORIDA,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2023,FL,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
12,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,12,09,,BU,                 (D),FLORIDA,NOT SPECIFIED,,"OFF FARM, GRAIN",,,FLORIDA,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2022,FL,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
12,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,12,09,,BU,"67,000",FLORIDA,NOT SPECIFIED,,"OFF FARM, GRAIN",,,FLORIDA,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2021,FL,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
12,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,12,09,,BU,                 (D),FLORIDA,NOT SPECIFIED,,"OFF FARM, GRAIN",,,FLORIDA,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2020,FL,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
12,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,12,09,,BU,                 (D),FLORIDA,NOT SPECIFIED,,"OFF FARM, GRAIN",,,FLORIDA,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2019,FL,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
12,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,12,09,,BU,                 (D),FLORIDA,NOT SPECIFIED,,"OFF FARM, GRAIN",,,FLORIDA,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2018,FL,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
12,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,12,09,,BU,"74,000",FLORIDA,NOT SPECIFIED,,"OFF FARM, GRAIN",,,FLORIDA,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2017,FL,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
12,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,12,09,,BU,                 (D),FLORIDA,NOT SPECIFIED,,"OFF FARM, GRAIN",,,FLORIDA,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2016,FL,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
12,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,12,09,,BU,                 (D),FLORIDA,NOT SPECIFIED,,"OFF FARM, GRAIN",,,FLORIDA,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2015,FL,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
13,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,13,09,,BU,"5,956,000",GEORGIA,NOT SPECIFIED,,"OFF FARM, GRAIN",,,GEORGIA,TOTAL,,00000000,2026-01-12 12:00:00.000,,,CROPS,STATE,,,UNITED STATES,2025,GA,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
13,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,13,09,,BU,"5,621,000",GEORGIA,NOT SPECIFIED,,"OFF FARM, GRAIN",,,GEORGIA,TOTAL,,00000000,2025-01-10 12:00:00.000,,,CROPS,STATE,,,UNITED STATES,2024,GA,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
13,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,13,09,,BU,"4,446,000",GEORGIA,NOT SPECIFIED,,"OFF FARM, GRAIN",,,GEORGIA,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2023,GA,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
13,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,13,09,,BU,"6,255,000",GEORGIA,NOT SPECIFIED,,"OFF FARM, GRAIN",,,GEORGIA,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2022,GA,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
13,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,13,09,,BU,"4,269,000",GEORGIA,NOT SPECIFIED,,"OFF FARM, GRAIN",,,GEORGIA,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2021,GA,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
13,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,13,09,,BU,"4,411,000",GEORGIA,NOT SPECIFIED,,"OFF FARM, GRAIN",,,GEORGIA,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2020,GA,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
13,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,13,09,,BU,"5,120,000",GEORGIA,NOT SPECIFIED,,"OFF FARM, GRAIN",,,GEORGIA,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2019,GA,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
13,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,13,09,,BU,"4,218,000",GEORGIA,NOT SPECIFIED,,"OFF FARM, GRAIN",,,GEORGIA,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2018,GA,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
13,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,13,09,,BU,"4,545,000",GEORGIA,NOT SPECIFIED,,"OFF FARM, GRAIN",,,GEORGIA,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2017,GA,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
13,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,13,09,,BU,"4,325,000",GEORGIA,NOT SPECIFIED,,"OFF FARM, GRAIN",,,GEORGIA,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2016,GA,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
13,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,13,09,,BU,"4,169,000",GEORGIA,NOT SPECIFIED,,"OFF FARM, GRAIN",,,GEORGIA,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2015,GA,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
16,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,16,09,,BU,"2,028,000",IDAHO,NOT SPECIFIED,,"OFF FARM, GRAIN",,,IDAHO,TOTAL,,00000000,2026-01-12 12:00:00.000,,,CROPS,STATE,,,UNITED STATES,2025,ID,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
16,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,16,09,,BU,"2,188,000",IDAHO,NOT SPECIFIED,,"OFF FARM, GRAIN",,,IDAHO,TOTAL,,00000000,2025-01-10 12:00:00.000,,,CROPS,STATE,,,UNITED STATES,2024,ID,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
16,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,16,09,,BU,"2,469,000",IDAHO,NOT SPECIFIED,,"OFF FARM, GRAIN",,,IDAHO,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2023,ID,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
16,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,16,09,,BU,"1,910,000",IDAHO,NOT SPECIFIED,,"OFF FARM, GRAIN",,,IDAHO,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2022,ID,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
16,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,16,09,,BU,"3,472,000",IDAHO,NOT SPECIFIED,,"OFF FARM, GRAIN",,,IDAHO,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2021,ID,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
16,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,16,09,,BU,"3,037,000",IDAHO,NOT SPECIFIED,,"OFF FARM, GRAIN",,,IDAHO,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2020,ID,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
16,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,16,09,,BU,"3,415,000",IDAHO,NOT SPECIFIED,,"OFF FARM, GRAIN",,,IDAHO,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2019,ID,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
16,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,16,09,,BU,"2,188,000",IDAHO,NOT SPECIFIED,,"OFF FARM, GRAIN",,,IDAHO,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2018,ID,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
16,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,16,09,,BU,"3,290,000",IDAHO,NOT SPECIFIED,,"OFF FARM, GRAIN",,,IDAHO,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2017,ID,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
16,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,16,09,,BU,"2,790,000",IDAHO,NOT SPECIFIED,,"OFF FARM, GRAIN",,,IDAHO,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2016,ID,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
16,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,16,09,,BU,"2,937,000",IDAHO,NOT SPECIFIED,,"OFF FARM, GRAIN",,,IDAHO,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2015,ID,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
17,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,17,09,,BU,"109,541,000",ILLINOIS,NOT SPECIFIED,,"OFF FARM, GRAIN",,,ILLINOIS,TOTAL,,00000000,2026-01-12 12:00:00.000,,,CROPS,STATE,,,UNITED STATES,2025,IL,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
17,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,17,09,,BU,"156,004,000",ILLINOIS,NOT SPECIFIED,,"OFF FARM, GRAIN",,,ILLINOIS,TOTAL,,00000000,2025-01-10 12:00:00.000,,,CROPS,STATE,,,UNITED STATES,2024,IL,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
17,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,17,09,,BU,"90,778,000",ILLINOIS,NOT SPECIFIED,,"OFF FARM, GRAIN",,,ILLINOIS,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2023,IL,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
17,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,17,09,,BU,"97,403,000",ILLINOIS,NOT SPECIFIED,,"OFF FARM, GRAIN",,,ILLINOIS,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2022,IL,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
17,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,17,09,,BU,"83,820,000",ILLINOIS,NOT SPECIFIED,,"OFF FARM, GRAIN",,,ILLINOIS,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2021,IL,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
17,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,17,09,,BU,"209,456,000",ILLINOIS,NOT SPECIFIED,,"OFF FARM, GRAIN",,,ILLINOIS,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2020,IL,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
17,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,17,09,,BU,"315,433,000",ILLINOIS,NOT SPECIFIED,,"OFF FARM, GRAIN",,,ILLINOIS,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2019,IL,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
17,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,17,09,,BU,"327,450,000",ILLINOIS,NOT SPECIFIED,,"OFF FARM, GRAIN",,,ILLINOIS,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2018,IL,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
17,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,17,09,,BU,"308,123,000",ILLINOIS,NOT SPECIFIED,,"OFF FARM, GRAIN",,,ILLINOIS,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2017,IL,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
17,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,17,09,,BU,"163,226,000",ILLINOIS,NOT SPECIFIED,,"OFF FARM, GRAIN",,,ILLINOIS,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2016,IL,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
17,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,17,09,,BU,"226,821,000",ILLINOIS,NOT SPECIFIED,,"OFF FARM, GRAIN",,,ILLINOIS,TOTAL,,00000000,2019-02-06 15:00:06.000,,,CROPS,STATE,,,UNITED STATES,2015,IL,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
18,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,18,09,,BU,"48,492,000",INDIANA,NOT SPECIFIED,,"OFF FARM, GRAIN",,,INDIANA,TOTAL,,00000000,2026-01-12 12:00:00.000,,,CROPS,STATE,,,UNITED STATES,2025,IN,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
18,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,18,09,,BU,"75,326,000",INDIANA,NOT SPECIFIED,,"OFF FARM, GRAIN",,,INDIANA,TOTAL,,00000000,2025-01-10 12:00:00.000,,,CROPS,STATE,,,UNITED STATES,2024,IN,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
18,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,18,09,,BU,"46,797,000",INDIANA,NOT SPECIFIED,,"OFF FARM, GRAIN",,,INDIANA,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2023,IN,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
18,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,18,09,,BU,"58,636,000",INDIANA,NOT SPECIFIED,,"OFF FARM, GRAIN",,,INDIANA,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2022,IN,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
18,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,18,09,,BU,"47,942,000",INDIANA,NOT SPECIFIED,,"OFF FARM, GRAIN",,,INDIANA,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2021,IN,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
18,ALL PRODUCTION PRACTICES,ALL CLASSES,FIRST OF SEP,CORN,09,"CORN, OFF FARM, GRAIN - STOCKS, MEASURED IN BU",,9000,18,09,,BU,"63,603,000",INDIANA,NOT SPECIFIED,,"OFF FARM, GRAIN",,,INDIANA,TOTAL,,00000000,2024-01-09 15:00:00.000,,,CROPS,STATE,,,UNITED STATES,2020,IN,POINT IN TIME,SURVEY,STOCKS,,FIELD CROPS
